year,crimetype,violent,arrest,domestic,commarea,location
2008,simpleasslt,1,1,1,23,SIDEWALK
2008,vandalism,0,0,0,73,STREET
2008,theft,0,0,1,49,RESIDENCE
2007,theft,0,0,0,65,RESIDENTIAL YARD (FRONT/BACK)
2008,narcotics,0,1,0,60,STREET
2008,simpleasslt,1,1,1,15,APARTMENT
2008,theft,0,0,0,28,STREET
2008,narcotics,0,0,0,35,SIDEWALK
2008,fraud,0,0,0,43,ATM (AUTOMATIC TELLER MACHINE)
2008,theft,0,0,0,7,SIDEWALK
2008,theft,0,0,0,67,GROCERY FOOD STORE
2008,mvtheft,0,0,0,58,STREET
2008,simpleasslt,1,1,1,17,APARTMENT
2008,theft,0,0,0,6,STREET
2008,vandalism,0,0,0,40,STREET
2008,mvtheft,0,0,0,30,RESIDENCE-GARAGE
2008,aggasslt,1,0,1,23,APARTMENT
2008,narcotics,0,0,0,23,SIDEWALK
2008,burglary,0,0,0,5,FACTORY/MANUFACTURING BUILDING
2008,simpleasslt,1,0,1,64,RESIDENCE
2008,burglary,0,0,0,30,APARTMENT
2008,theft,0,1,0,8,DEPARTMENT STORE
2008,simpleasslt,1,0,0,2,SIDEWALK
2008,theft,0,0,0,43,STREET
2008,narcotics,0,1,0,16,SIDEWALK
2008,other,0,1,0,32,HOTEL/MOTEL
2008,simpleasslt,1,1,1,21,APARTMENT
2008,theft,0,0,0,43,GROCERY FOOD STORE
2008,narcotics,0,1,0,69,APARTMENT
2008,vandalism,0,0,0,17,OTHER
2008,aggasslt,1,1,0,68,RESIDENCE PORCH/HALLWAY
2008,theft,0,0,0,57,STREET
2008,threat,0,0,1,8,APARTMENT
2008,vandalism,0,0,0,24,RESIDENCE
2008,aggasslt,1,0,0,29,SIDEWALK
2008,theft,0,0,0,32,CTA TRAIN
2008,simpleasslt,1,0,1,25,RESIDENCE
2008,simpleasslt,1,0,1,69,APARTMENT
2008,simpleasslt,1,0,0,29,SIDEWALK
2008,robbery,1,1,0,23,SMALL RETAIL STORE
2008,simpleasslt,1,1,1,23,APARTMENT
2008,vandalism,0,0,0,62,RESIDENCE
2008,simpleasslt,1,0,0,59,ALLEY
2008,theft,0,0,0,61,ALLEY
2008,theft,0,0,0,22,STREET
2008,mvtheft,0,0,0,26,RESIDENCE-GARAGE
2008,theft,0,0,0,22,RESIDENCE PORCH/HALLWAY
2008,theft,0,0,0,44,ALLEY
2008,simpleasslt,1,0,1,69,STREET
2008,simpleasslt,1,0,0,66,RESTAURANT
2008,aggasslt,1,0,0,19,STREET
2008,theft,0,0,0,32,LIBRARY
2008,robbery,1,0,0,43,ALLEY
2008,theft,0,0,0,67,STREET
2008,theft,0,0,0,68,APARTMENT
2008,vandalism,0,0,0,67,STREET
2008,simpleasslt,1,0,1,68,SIDEWALK
2008,simpleasslt,1,0,1,68,STREET
2008,narcotics,0,1,0,53,SIDEWALK
2008,aggasslt,1,0,0,71,APARTMENT
2008,mvtheft,0,0,0,61,STREET
2008,simpleasslt,1,0,1,49,PARK PROPERTY
2008,simpleasslt,1,0,1,4,SIDEWALK
2008,theft,0,0,0,57,PARKING LOT/GARAGE(NON.RESID.)
2008,other,0,1,0,56,CHA PARKING LOT/GROUNDS
2008,theft,0,0,0,15,ALLEY
2008,burglary,0,0,0,47,WAREHOUSE
2008,theft,0,0,0,19,STREET
2008,mvtheft,0,0,0,69,STREET
2008,simpleasslt,1,0,0,14,ATHLETIC CLUB
2008,trespass,0,1,0,6,HOSPITAL BUILDING/GROUNDS
2008,theft,0,0,0,28,PARKING LOT/GARAGE(NON.RESID.)
2008,vandalism,0,1,0,17,STREET
2008,theft,0,0,0,29,STREET
2008,simpleasslt,1,1,0,40,PARKING LOT/GARAGE(NON.RESID.)
2008,theft,0,0,0,67,STREET
2008,burglary,0,0,0,22,RESIDENCE
2008,theft,0,0,0,41,STREET
2008,narcotics,0,1,0,43,RESIDENCE
2008,vandalism,0,0,0,54,CHA APARTMENT
2008,simpleasslt,1,1,1,27,GAS STATION
2008,simpleasslt,1,0,0,29,SIDEWALK
2008,theft,0,0,0,32,PARKING LOT/GARAGE(NON.RESID.)
2008,simpleasslt,1,1,0,61,SIDEWALK
2008,narcotics,0,1,0,69,STREET
2008,narcotics,0,1,0,75,SIDEWALK
2008,theft,0,0,0,43,STREET
2008,theft,0,0,0,28,OTHER
2008,theft,0,0,0,35,VACANT LOT/LAND
2008,fraud,0,0,0,67,RESIDENCE
2008,simpleasslt,1,0,1,69,STREET
2008,burglary,0,0,0,49,VACANT LOT/LAND
2008,narcotics,0,1,0,30,VACANT LOT/LAND
2008,burglary,0,0,0,52,RESIDENCE-GARAGE
2008,fraud,0,1,0,52,RESIDENCE
2008,theft,0,0,0,43,BANK
2008,other,0,0,0,30,STREET
2008,other,0,1,0,49,SIDEWALK
2008,simpleasslt,1,0,1,23,APARTMENT
2008,vandalism,0,0,0,46,STREET
2008,theft,0,0,0,29,STREET
2008,aggasslt,1,0,0,67,RESIDENCE
2008,aggasslt,1,0,0,68,SIDEWALK
2008,mvtheft,0,1,0,4,OTHER
2008,burglary,0,0,0,18,RESIDENCE-GARAGE
2008,narcotics,0,1,0,68,STREET
2008,simpleasslt,1,0,0,15,RESIDENCE
2008,narcotics,0,1,0,69,ALLEY
2008,trespass,0,1,0,38,PARKING LOT/GARAGE(NON.RESID.)
2008,burglary,0,0,0,61,APARTMENT
2008,sexualasslt,1,0,0,24,SIDEWALK
2008,simpleasslt,1,0,0,30,STREET
2008,burglary,0,0,0,75,RESIDENCE-GARAGE
2008,trespass,0,0,0,8,OTHER
2008,simpleasslt,1,0,1,27,RESIDENCE
2008,arson,0,1,0,67,RESIDENCE
2008,theft,0,0,0,25,STREET
2008,narcotics,0,1,0,43,RESIDENCE
2008,mvtheft,0,0,0,27,STREET
2008,theft,0,0,0,12,RESIDENCE
2008,narcotics,0,1,0,25,SIDEWALK
2008,simpleasslt,1,0,0,67,ALLEY
2008,narcotics,0,1,0,48,ALLEY
2008,mvtheft,0,1,0,68,STREET
2008,fraud,0,0,1,25,RESIDENCE
2008,narcotics,0,1,0,42,SIDEWALK
2008,theft,0,1,0,31,DEPARTMENT STORE
2008,vandalism,0,0,0,4,STREET
2008,theft,0,0,0,33,ALLEY
2008,theft,0,0,0,10,RESIDENCE
2008,narcotics,0,1,0,67,PARKING LOT/GARAGE(NON.RESID.)
2008,aggasslt,1,0,0,19,RESIDENCE
2008,other,0,0,0,55,RESIDENCE-GARAGE
2008,simpleasslt,1,0,0,61,DAY CARE CENTER
2008,threat,0,0,0,27,APARTMENT
2008,narcotics,0,1,0,29,SIDEWALK
2008,fraud,0,0,0,32,OTHER
2008,simpleasslt,1,0,0,67,OTHER
2008,theft,0,0,0,28,OTHER
2008,theft,0,0,0,67,APARTMENT
2008,narcotics,0,1,0,26,SIDEWALK
2008,simpleasslt,1,1,0,20,GAS STATION
2008,simpleasslt,1,1,0,30,GROCERY FOOD STORE
2008,simpleasslt,1,0,1,61,APARTMENT
2008,fraud,0,1,0,26,CTA PLATFORM
2008,vandalism,0,0,0,31,STREET
2008,simpleasslt,1,0,1,23,RESIDENCE
2008,robbery,1,0,0,71,STREET
2008,narcotics,0,1,0,69,RESIDENCE PORCH/HALLWAY
2008,simpleasslt,1,0,0,68,APARTMENT
2008,aggasslt,1,1,0,35,"SCHOOL, PUBLIC, BUILDING"
2008,simpleasslt,1,0,0,60,SIDEWALK
2008,simpleasslt,1,1,1,25,RESIDENCE
2008,trespass,0,0,0,68,GAS STATION
2008,trespass,0,0,0,68,APARTMENT
2008,simpleasslt,1,0,0,51,PARKING LOT/GARAGE(NON.RESID.)
2008,simpleasslt,1,0,0,26,STREET
2008,vandalism,0,0,0,73,STREET
2008,simpleasslt,1,0,1,66,SIDEWALK
2009,simpleasslt,1,0,1,60,APARTMENT
2009,robbery,1,0,0,61,CTA TRAIN
2008,theft,0,0,0,25,DEPARTMENT STORE
2009,mvtheft,0,0,0,16,STREET
2008,narcotics,0,1,0,51,STREET
2009,simpleasslt,1,1,0,66,"SCHOOL, PUBLIC, BUILDING"
2009,fraud,0,0,0,8,CTA PLATFORM
2009,narcotics,0,1,0,5,STREET
2009,theft,0,1,0,39,SMALL RETAIL STORE
2009,simpleasslt,1,1,0,49,"SCHOOL, PUBLIC, BUILDING"
2008,simpleasslt,1,0,0,31,"SCHOOL, PUBLIC, BUILDING"
2009,narcotics,0,1,0,44,CTA TRAIN
2009,other,0,0,1,49,STREET
2009,theft,0,0,0,17,STREET
2009,fraud,0,1,0,30,GROCERY FOOD STORE
2009,vandalism,0,0,0,28,RESIDENCE
2009,theft,0,1,0,19,DEPARTMENT STORE
2009,simpleasslt,1,0,1,35,APARTMENT
2009,simpleasslt,1,1,1,25,VEHICLE NON-COMMERCIAL
2009,simpleasslt,1,1,1,69,APARTMENT
2009,narcotics,0,1,0,25,PARKING LOT/GARAGE(NON.RESID.)
2009,trespass,0,0,0,8,HOSPITAL BUILDING/GROUNDS
2009,fraud,0,0,0,6,BANK
2009,narcotics,0,1,0,66,SIDEWALK
2009,fraud,0,0,0,6,APARTMENT
2009,robbery,1,0,0,7,CTA TRAIN
2009,narcotics,0,1,0,71,STREET
2009,simpleasslt,1,0,0,25,RESIDENCE
2009,robbery,1,0,0,27,STREET
2008,vandalism,0,0,0,24,STREET
2009,simpleasslt,1,1,0,69,RESTAURANT
2009,threat,0,0,0,22,RESIDENCE
2009,theft,0,0,0,8,RESTAURANT
2009,narcotics,0,1,0,68,SIDEWALK
2009,threat,0,0,1,40,RESIDENCE
2009,theft,0,0,1,71,APARTMENT
2009,burglary,0,0,0,33,APARTMENT
2009,narcotics,0,1,0,23,RESIDENCE
2009,narcotics,0,1,0,23,ALLEY
2009,mvtheft,0,1,0,63,STREET
2009,simpleasslt,1,0,0,67,"SCHOOL, PUBLIC, BUILDING"
2009,simpleasslt,1,0,1,62,SIDEWALK
2009,aggasslt,1,0,0,68,HOSPITAL BUILDING/GROUNDS
2009,aggasslt,1,0,1,26,APARTMENT
2009,aggasslt,1,1,0,43,RESIDENCE
2009,narcotics,0,1,0,71,STREET
2009,mvtheft,0,0,0,59,STREET
2009,aggasslt,1,1,0,20,STREET
2009,simpleasslt,1,0,0,25,RESIDENCE
2009,threat,0,0,1,58,RESIDENCE
2009,burglary,0,0,0,60,RESTAURANT
2009,vandalism,0,0,1,67,STREET
2009,vandalism,0,0,0,58,STREET
2009,theft,0,0,0,51,CHA APARTMENT
2009,burglary,0,0,0,69,APARTMENT
2009,vandalism,0,0,0,59,RESIDENCE
2009,other,0,0,0,49,RESIDENCE
2009,burglary,0,0,0,62,RESIDENCE-GARAGE
2009,theft,0,0,0,28,STREET
2009,mvtheft,0,0,0,5,STREET
2009,narcotics,0,1,0,29,STREET
2009,vandalism,0,0,1,25,STREET
2009,narcotics,0,1,0,41,SIDEWALK
2009,theft,0,0,0,6,RESIDENCE
2009,simpleasslt,1,0,1,69,SIDEWALK
2009,fraud,0,0,0,67,ATM (AUTOMATIC TELLER MACHINE)
2009,fraud,0,0,0,8,ATM (AUTOMATIC TELLER MACHINE)
2009,burglary,0,0,0,61,RESIDENCE
2009,narcotics,0,1,0,67,RESIDENCE PORCH/HALLWAY
2009,vandalism,0,0,0,68,RESIDENCE
2009,threat,0,0,1,15,RESIDENCE
2009,weapon,0,1,0,25,STREET
2009,mvtheft,0,0,0,15,STREET
2009,mvtheft,0,0,0,68,STREET
2009,vandalism,0,0,0,29,RESIDENCE
2009,theft,0,0,0,8,VEHICLE NON-COMMERCIAL
2009,narcotics,0,1,0,61,SIDEWALK
2009,simpleasslt,1,0,0,43,APARTMENT
2009,narcotics,0,1,0,21,RESIDENCE
2009,vandalism,0,0,0,22,STREET
2009,theft,0,0,0,66,STREET
2009,simpleasslt,1,0,0,73,STREET
2009,simpleasslt,1,0,0,38,CHA PARKING LOT/GROUNDS
2009,vandalism,0,0,0,31,STREET
2009,vandalism,0,0,0,58,APARTMENT
2009,theft,0,0,0,7,PARK PROPERTY
2009,burglary,0,0,0,69,RESIDENCE
2009,simpleasslt,1,0,1,69,RESIDENCE
2009,narcotics,0,1,0,66,SIDEWALK
2009,simpleasslt,1,0,0,71,SIDEWALK
2009,simpleasslt,1,0,0,1,BAR OR TAVERN
2009,narcotics,0,1,0,67,STREET
2009,robbery,1,0,0,71,SIDEWALK
2009,trespass,0,0,0,2,APARTMENT
2009,trespass,0,1,0,8,APARTMENT
2009,narcotics,0,1,0,25,STREET
2009,simpleasslt,1,0,0,63,"SCHOOL, PUBLIC, BUILDING"
2009,robbery,1,1,0,77,GROCERY FOOD STORE
2009,simpleasslt,1,0,1,44,RESIDENCE
2008,theft,0,0,0,69,STREET
2009,idtheft,0,0,0,48,BANK
2009,narcotics,0,1,0,27,SIDEWALK
2009,theft,0,0,0,27,VEHICLE NON-COMMERCIAL
2009,simpleasslt,1,0,1,44,RESIDENCE
2009,theft,0,0,0,23,APARTMENT
2009,simpleasslt,1,0,1,43,APARTMENT
2009,simpleasslt,1,1,0,49,OTHER
2009,simpleasslt,1,0,1,29,APARTMENT
2009,vandalism,0,0,0,15,STREET
2009,simpleasslt,1,0,0,24,"SCHOOL, PUBLIC, BUILDING"
2009,vandalism,0,0,0,23,RESIDENCE
2009,vandalism,0,1,0,64,RESIDENCE-GARAGE
2009,burglary,0,0,0,19,RESIDENCE
2009,burglary,0,0,0,53,RESIDENCE
2009,aggasslt,1,0,0,53,SIDEWALK
2009,aggasslt,1,0,0,15,SIDEWALK
2009,simpleasslt,1,0,1,69,APARTMENT
2009,theft,0,0,0,8,ATHLETIC CLUB
2009,narcotics,0,1,0,3,SIDEWALK
2009,theft,0,0,0,24,PARKING LOT/GARAGE(NON.RESID.)
2009,simpleasslt,1,1,0,77,APARTMENT
2009,burglary,0,0,0,24,RESIDENCE
2009,narcotics,0,1,0,49,ALLEY
2009,mvtheft,0,0,0,38,STREET
2009,simpleasslt,1,0,1,27,CHA APARTMENT
2009,trespass,0,0,0,45,OTHER
2009,theft,0,0,0,3,STREET
2009,mvtheft,0,0,0,28,STREET
2009,arson,0,1,0,27,RESIDENCE PORCH/HALLWAY
2009,simpleasslt,1,0,1,71,APARTMENT
2009,theft,0,0,0,38,PARK PROPERTY
2009,vandalism,0,0,0,66,STREET
2009,vandalism,0,0,0,1,STREET
2009,simpleasslt,1,0,1,48,RESIDENCE
2009,theft,0,0,0,8,RESTAURANT
2009,narcotics,0,1,0,25,SIDEWALK
2009,theft,0,0,0,5,RESIDENCE
2009,vandalism,0,0,0,29,RESIDENCE
2009,vandalism,0,0,0,68,STREET
2009,vandalism,0,0,1,26,STREET
2009,theft,0,0,0,33,RESIDENCE
2009,burglary,0,0,0,2,APARTMENT
2009,weapon,0,1,0,25,RESIDENCE PORCH/HALLWAY
2009,trespass,0,0,0,43,RESIDENCE
2009,simpleasslt,1,0,0,1,STREET
2009,vandalism,0,0,0,8,RESIDENCE-GARAGE
2009,vandalism,0,1,0,7,PARKING LOT/GARAGE(NON.RESID.)
2009,theft,0,0,0,67,STREET
2009,simpleasslt,1,1,1,61,RESIDENCE
2009,theft,0,1,0,8,SMALL RETAIL STORE
2009,mvtheft,0,0,0,62,STREET
2009,narcotics,0,1,0,67,PARK PROPERTY
2009,fraud,0,1,0,7,SIDEWALK
2009,theft,0,0,0,25,PARKING LOT/GARAGE(NON.RESID.)
2009,burglary,0,0,0,24,APARTMENT
2009,fraud,0,0,0,66,GAS STATION
2009,aggasslt,1,1,0,71,SIDEWALK
2009,theft,0,1,0,8,GROCERY FOOD STORE
2009,vandalism,0,0,0,72,APARTMENT
2009,robbery,1,0,0,66,SIDEWALK
2009,aggasslt,1,0,0,22,SIDEWALK
2009,fraud,0,0,0,71,RESIDENCE
2009,theft,0,0,0,53,RESTAURANT
2009,vandalism,0,0,1,24,RESIDENCE
2009,simpleasslt,1,0,1,25,APARTMENT
2009,theft,0,0,0,53,STREET
2009,narcotics,0,1,0,68,RESIDENCE
2009,other,0,0,0,68,APARTMENT
2009,simpleasslt,1,0,1,26,SIDEWALK
2009,fraud,0,0,0,28,GROCERY FOOD STORE
2009,simpleasslt,1,0,0,51,STREET
2009,narcotics,0,1,0,46,STREET
2009,mvtheft,0,0,0,56,STREET
2009,burglary,0,1,0,43,APARTMENT
2009,theft,0,0,0,69,STREET
2009,burglary,0,0,0,65,RESIDENCE
2009,burglary,0,0,0,43,VACANT LOT/LAND
2009,mvtheft,0,0,0,73,STREET
2009,narcotics,0,1,0,27,STREET
2009,burglary,0,1,0,67,RESIDENCE
2009,simpleasslt,1,1,0,32,CTA PLATFORM
2009,aggasslt,1,0,0,43,STREET
2009,trespass,0,0,0,43,RESIDENCE
2009,robbery,1,0,0,19,SIDEWALK
2009,theft,0,0,0,13,PARKING LOT/GARAGE(NON.RESID.)
2009,vandalism,0,0,0,36,APARTMENT
2009,other,0,1,0,60,POLICE FACILITY/VEH PARKING LOT
2009,trespass,0,1,0,67,GAS STATION
2009,threat,0,0,0,42,RESIDENCE
2009,theft,0,0,0,1,RESIDENCE
2009,burglary,0,0,0,15,APARTMENT
2009,threat,0,0,1,35,RESIDENCE
2009,vandalism,0,0,0,34,CHA APARTMENT
2009,other,0,1,0,27,SIDEWALK
2009,theft,0,0,1,46,APARTMENT
2009,simpleasslt,1,0,1,68,RESIDENCE PORCH/HALLWAY
2009,narcotics,0,1,0,46,PARKING LOT/GARAGE(NON.RESID.)
2009,vandalism,0,0,0,52,RESIDENCE-GARAGE
2009,mvtheft,0,0,0,38,STREET
2009,simpleasslt,1,1,0,57,RESIDENCE PORCH/HALLWAY
2009,narcotics,0,1,0,43,SIDEWALK
2009,threat,0,0,1,25,RESIDENCE
2009,theft,0,0,0,67,RESIDENCE
2009,theft,0,0,0,28,RESIDENCE-GARAGE
2009,mvtheft,0,0,0,23,PARKING LOT/GARAGE(NON.RESID.)
2009,vandalism,0,0,0,69,PARKING LOT/GARAGE(NON.RESID.)
2009,narcotics,0,1,0,25,RESIDENCE PORCH/HALLWAY
2009,theft,0,1,0,32,DEPARTMENT STORE
2009,robbery,1,0,0,24,CHA APARTMENT
2009,theft,0,0,0,13,PARKING LOT/GARAGE(NON.RESID.)
2009,simpleasslt,1,0,1,67,RESIDENCE
2009,narcotics,0,1,0,25,SIDEWALK
2009,narcotics,0,1,0,67,RESIDENCE PORCH/HALLWAY
2009,vandalism,0,0,0,23,STREET
2009,theft,0,1,0,32,DEPARTMENT STORE
2009,simpleasslt,1,0,0,43,RESIDENCE PORCH/HALLWAY
2009,simpleasslt,1,0,0,43,OTHER
2009,vandalism,0,0,0,67,RESIDENCE
2009,theft,0,0,0,22,CTA GARAGE / OTHER PROPERTY
2009,robbery,1,0,0,71,SIDEWALK
2009,narcotics,0,1,0,43,APARTMENT
2009,theft,0,0,0,38,PARKING LOT/GARAGE(NON.RESID.)
2009,burglary,0,0,0,24,RESTAURANT
2009,fraud,0,1,0,26,CTA PLATFORM
2009,simpleasslt,1,0,0,46,RESIDENCE PORCH/HALLWAY
2009,vandalism,0,0,0,15,RESIDENCE-GARAGE
2009,narcotics,0,1,0,23,ALLEY
2009,theft,0,1,0,40,GROCERY FOOD STORE
2009,burglary,0,0,0,29,RESIDENCE-GARAGE
2009,narcotics,0,1,0,44,SIDEWALK
2009,mvtheft,0,0,0,46,STREET
2009,simpleasslt,1,0,0,25,STREET
2009,simpleasslt,1,0,0,14,SIDEWALK
2009,theft,0,0,0,16,PARKING LOT/GARAGE(NON.RESID.)
2009,theft,0,1,0,24,GROCERY FOOD STORE
2009,threat,0,0,1,3,RESIDENCE
2009,burglary,0,0,0,21,APARTMENT
2009,vandalism,0,0,0,18,ALLEY
2009,other,0,1,0,8,CHA PARKING LOT/GROUNDS
2009,idtheft,0,0,0,1,CTA BUS
2009,simpleasslt,1,0,1,67,SIDEWALK
2009,vandalism,0,1,0,19,CURRENCY EXCHANGE
2009,mvtheft,0,0,0,25,STREET
2009,other,0,1,0,23,SIDEWALK
2009,mvtheft,0,0,0,53,STREET
2009,simpleasslt,1,0,1,73,RESIDENCE
2009,aggasslt,1,0,0,25,SIDEWALK
2009,vandalism,0,0,0,29,RESIDENCE
2009,vandalism,0,0,0,51,RESIDENCE-GARAGE
2009,burglary,0,0,0,5,RESIDENCE-GARAGE
2009,simpleasslt,1,1,1,63,APARTMENT
2009,mvtheft,0,0,0,5,STREET
2009,burglary,0,0,0,58,RESIDENCE
2009,theft,0,0,0,65,FACTORY/MANUFACTURING BUILDING
2009,theft,0,0,0,28,STREET
2009,burglary,0,0,0,68,RESIDENCE
2009,theft,0,0,0,71,STREET
2009,theft,0,0,0,7,PARKING LOT/GARAGE(NON.RESID.)
2009,fraud,0,0,0,73,RESIDENCE
2009,simpleasslt,1,0,0,76,AIRPORT/AIRCRAFT
2009,simpleasslt,1,1,1,43,APARTMENT
2009,fraud,0,0,0,2,OTHER
2009,trespass,0,1,0,17,BAR OR TAVERN
2009,aggasslt,1,0,0,50,"SCHOOL, PUBLIC, BUILDING"
2009,vandalism,0,0,1,49,RESIDENCE
2009,simpleasslt,1,1,0,22,APARTMENT
2009,fraud,0,0,0,25,RESIDENCE
2009,threat,0,0,1,58,APARTMENT
2009,theft,0,0,0,6,BAR OR TAVERN
2009,theft,0,1,0,7,BAR OR TAVERN
2009,narcotics,0,1,0,25,SIDEWALK
2009,aggasslt,1,1,1,53,RESIDENCE
2009,mvtheft,0,0,0,6,STREET
2010,simpleasslt,1,0,1,68,APARTMENT
2010,narcotics,0,1,0,69,STREET
2010,mvtheft,0,0,0,42,STREET
2009,simpleasslt,1,0,1,69,APARTMENT
2010,theft,0,1,0,6,GROCERY FOOD STORE
2010,burglary,0,0,0,42,APARTMENT
2010,theft,0,0,0,19,PARKING LOT/GARAGE(NON.RESID.)
2010,simpleasslt,1,0,1,24,SIDEWALK
2010,mvtheft,0,0,0,15,STREET
2010,theft,0,0,0,42,APARTMENT
2010,other,0,1,0,8,STREET
2010,robbery,1,0,0,21,SIDEWALK
2010,simpleasslt,1,0,1,77,APARTMENT
2010,theft,0,0,0,52,"SCHOOL, PUBLIC, BUILDING"
2010,threat,0,0,0,51,RESIDENCE
2010,theft,0,0,0,14,"SCHOOL, PUBLIC, BUILDING"
2010,theft,0,0,0,27,STREET
2010,mvtheft,0,0,0,40,STREET
2010,theft,0,0,0,24,OTHER
2010,narcotics,0,1,0,66,PARKING LOT/GARAGE(NON.RESID.)
2010,vandalism,0,0,1,68,APARTMENT
2010,narcotics,0,1,0,61,APARTMENT
2010,theft,0,0,0,8,SPORTS ARENA/STADIUM
2010,weapon,0,1,0,45,RESIDENCE
2010,vandalism,0,0,0,29,CONVENIENCE STORE
2010,vandalism,0,0,0,22,RESTAURANT
2010,vandalism,0,0,0,14,STREET
2010,narcotics,0,1,0,65,DEPARTMENT STORE
2010,other,0,1,0,54,STREET
2010,robbery,1,0,0,19,BARBERSHOP
2010,theft,0,0,0,11,SIDEWALK
2010,theft,0,0,0,61,STREET
2010,sexualasslt,1,0,0,61,APARTMENT
2010,narcotics,0,1,0,29,SIDEWALK
2010,narcotics,0,1,0,32,CTA PLATFORM
2009,threat,0,0,1,23,RESIDENCE
2010,simpleasslt,1,1,1,66,APARTMENT
2010,fraud,0,0,0,7,RESIDENCE
2010,vandalism,0,0,0,44,RESIDENCE
2010,simpleasslt,1,0,0,28,"SCHOOL, PUBLIC, BUILDING"
2010,narcotics,0,1,0,71,STREET
2010,simpleasslt,1,0,1,40,APARTMENT
2010,simpleasslt,1,0,1,68,RESIDENCE
2010,simpleasslt,1,0,1,8,STREET
2010,theft,0,1,0,28,STREET
2010,theft,0,1,0,43,GROCERY FOOD STORE
2010,trespass,0,1,0,10,APARTMENT
2010,theft,0,0,0,73,"SCHOOL, PUBLIC, BUILDING"
2010,theft,0,0,0,24,STREET
2010,burglary,0,0,0,19,RESIDENCE-GARAGE
2010,narcotics,0,1,0,63,STREET
2010,theft,0,1,0,75,DEPARTMENT STORE
2010,theft,0,0,0,28,SMALL RETAIL STORE
2010,narcotics,0,1,0,71,SIDEWALK
2010,simpleasslt,1,0,0,77,OTHER
2010,theft,0,0,1,43,STREET
2010,theft,0,0,0,25,STREET
2010,theft,0,0,0,6,STREET
2010,theft,0,0,0,2,STREET
2010,vandalism,0,0,0,43,STREET
2010,theft,0,0,0,32,SMALL RETAIL STORE
2010,simpleasslt,1,0,0,25,PARKING LOT/GARAGE(NON.RESID.)
2010,theft,0,1,0,25,"SCHOOL, PUBLIC, BUILDING"
2010,simpleasslt,1,0,0,44,APARTMENT
2010,narcotics,0,1,0,66,STREET
2010,threat,0,0,1,13,APARTMENT
2010,idtheft,0,0,0,8,DEPARTMENT STORE
2010,narcotics,0,1,0,25,SIDEWALK
2010,robbery,1,0,0,30,SIDEWALK
2010,theft,0,0,0,49,RESIDENTIAL YARD (FRONT/BACK)
2010,weapon,0,0,0,21,STREET
2010,simpleasslt,1,1,0,71,RESIDENTIAL YARD (FRONT/BACK)
2010,burglary,0,0,0,29,DAY CARE CENTER
2010,other,0,1,0,61,RESIDENCE
2010,simpleasslt,1,0,1,16,APARTMENT
2010,aggasslt,1,0,0,58,RESIDENTIAL YARD (FRONT/BACK)
2010,narcotics,0,1,0,77,APARTMENT
2010,vandalism,0,0,0,31,APARTMENT
2010,vandalism,0,1,0,51,RESIDENCE
2010,narcotics,0,1,0,42,ALLEY
2010,burglary,0,0,0,27,RESIDENCE
2010,theft,0,0,0,3,OTHER
2010,aggasslt,1,1,0,61,SIDEWALK
2010,theft,0,0,0,21,STREET
2010,aggasslt,1,0,0,68,APARTMENT
2010,threat,0,0,0,71,RESIDENCE
2010,simpleasslt,1,1,0,8,BAR OR TAVERN
2010,burglary,0,0,0,35,APARTMENT
2010,burglary,0,0,0,28,RESIDENCE-GARAGE
2010,vandalism,0,0,0,39,RESIDENTIAL YARD (FRONT/BACK)
2010,theft,0,0,0,49,RESIDENCE PORCH/HALLWAY
2010,theft,0,0,0,69,STREET
2010,theft,0,0,0,75,ATHLETIC CLUB
2010,narcotics,0,1,0,52,STREET
2010,theft,0,0,0,15,APARTMENT
2010,burglary,0,0,0,42,APARTMENT
2010,fraud,0,0,0,29,GAS STATION
2010,vandalism,0,0,0,55,RESIDENCE
2010,simpleasslt,1,1,1,71,STREET
2010,fraud,0,0,0,28,SIDEWALK
2010,simpleasslt,1,0,0,68,APARTMENT
2010,narcotics,0,1,0,46,PARKING LOT/GARAGE(NON.RESID.)
2010,theft,0,0,0,8,SIDEWALK
2010,narcotics,0,1,0,53,SIDEWALK
2010,vandalism,0,0,0,53,RESIDENCE
2010,simpleasslt,1,0,1,18,RESIDENCE
2010,vandalism,0,0,0,66,STREET
2010,burglary,0,0,0,77,APARTMENT
2010,simpleasslt,1,0,1,1,OTHER
2010,aggasslt,1,0,0,63,RESTAURANT
2010,simpleasslt,1,0,1,40,ALLEY
2010,aggasslt,1,0,0,46,SIDEWALK
2010,fraud,0,0,0,72,RESIDENCE
2010,simpleasslt,1,0,0,46,RESIDENCE
2010,theft,0,0,0,35,VEHICLE NON-COMMERCIAL
2010,theft,0,0,0,67,VEHICLE NON-COMMERCIAL
2010,vandalism,0,0,0,52,STREET
2010,burglary,0,0,0,62,SMALL RETAIL STORE
2010,theft,0,0,0,2,GAS STATION
2010,theft,0,0,0,6,STREET
2010,other,0,1,0,23,STREET
2010,threat,0,0,0,38,OTHER
2010,simpleasslt,1,0,0,46,SIDEWALK
2010,aggasslt,1,0,0,23,SIDEWALK
2010,theft,0,0,0,8,STREET
2010,theft,0,0,0,6,SMALL RETAIL STORE
2010,simpleasslt,1,0,0,24,SIDEWALK
2010,simpleasslt,1,0,0,53,STREET
2010,theft,0,0,0,61,DEPARTMENT STORE
2010,other,0,1,0,14,STREET
